Name,Latitude,Longitude,Date,DayOfYear
IMG_2946.JPG,55.69043055555555,12.59725277777778,1433452959000,155
IMG_3020.JPG,55.694377777777774,12.618647222222222,1433460179000,156
IMG_2845.JPG,26.12335277777778,-80.10444722222222,1456437875000,56
IMG_2950.JPG,55.690475,12.597261111111111,1433452973000,155
IMG_2805.JPG,33.848625000000006,-84.36371666666666,1471786791000,234
IMG_2546-.JPG,33.84849444444445,-84.3624111111111,1471788922000,234
IMG_2875.JPG,26.149675,-80.11441111111111,1456441402000,56
IMG_2858.JPG,26.137780555555555,-80.10384444444443,1456439641000,56
IMG_2878.JPG,26.15925,-80.11634722222222,1456442351000,56
IMG_2913.JPG,55.69039444444444,12.595047222222222,1433452529000,155
IMG_2859.JPG,26.138133333333332,-80.10699444444444,1456439837000,56
IMG_2879.JPG,26.156852777777775,-80.11682222222221,1456442767000,56
IMG_2884.JPG,26.12413888888889,-80.25671388888888,1456448069000,56
IMG_2718.JPG,39.099869444444444,-84.51673888888888,1455993492000,51
IMG_3089.JPG,33.78386666666667,-84.37345833333333,1457195973000,65
IMG_2999-.JPG,33.93008888888889,-84.35112777777778,1470851445000,223
IMG_2821.JPG,26.14303333333333,-80.22468611111111,1456432368000,56
IMG_2725.JPG,39.10044444444445,-84.51639444444444,1455998110000,51
IMG_3255.JPG,,,NaN,NaN
IMG_2822.JPG,26.149127777777778,-80.16419166666667,1456432418000,56
IMG_2832.JPG,26.119769444444444,-80.10470555555555,1456436997000,56
IMG_2435.JPG,33.77455555555555,-84.39690277777778,1462368950000,125
IMG_2530.JPG,33.92985833333333,-84.3509611111111,1467728165000,187
IMG_2958.JPG,55.69070833333333,12.596661111111112,1433453019000,155
IMG_2846.JPG,26.123605555555557,-80.10443888888888,1456437932000,56
IMG_2966-.JPG,55.69125,12.596511111111111,1433453084000,155
IMG_2847.JPG,26.124425000000002,-80.10361388888889,1456437996000,56
IMG_2970.JPG,55.69144444444444,12.596516666666668,1433453110000,155
IMG_2997.JPG,33.893027777777775,-84.28606388888889,1456784085000,60
IMG_2860.JPG,26.137725,-80.10827499999999,1456439908000,56
IMG_2916.JPG,33.772533333333335,-84.38694722222223,1456674439000,59
IMG_3106.JPG,55.674175,12.577263888888888,1433509711000,156
IMG_2930.JPG,33.77216388888889,-84.38477222222222,1456674799000,59
IMG_2825.JPG,26.07710833333333,-80.12111666666667,1456433161000,56
IMG_2998.JPG,33.893055555555556,-84.28562222222222,1456785120000,60
IMG_2867.JPG,26.142755555555556,-80.11689722222222,1456440853000,56
IMG_2841.JPG,26.12083888888889,-80.1040111111111,1456437513000,56
IMG_3007.JPG,33.78704722222222,-84.41219444444445,1456869497000,61
IMG_2939.JPG,33.77263333333333,-84.38485,1456675101000,59
IMG_2872.JPG,26.150152777777777,-80.11505,1456441345000,56
IMG_2829.JPG,26.11962777777778,-80.10500277777777,1456436905000,56
IMG_3030.JPG,55.67095833333333,12.576925,1433508042000,156
IMG_2783-.JPG,33.84878055555556,-84.36320555555555,1471788148000,234
IMG_2853.JPG,26.132330555555555,-80.103775,1456439022000,56
IMG_3051-.JPG,55.67417222222222,12.577480555555555,1433508827000,156
IMG_2856.JPG,26.13795,-80.10372222222222,1456439638000,56
IMG_3064.JPG,,,NaN,NaN
IMG_3349.JPG,,,NaN,NaN
IMG_3087.JPG,33.78231944444445,-84.35469722222221,1457192524000,65
IMG_2861.JPG,26.13783611111111,-80.10894722222221,1456439962000,56
IMG_3162.JPG,33.77613888888889,-84.3832861111111,1469489117000,207
IMG_2865.JPG,26.14178611111111,-80.1165861111111,1456440731000,56
IMG_3200.JPG,-13.257138888888889,-72.26603055555556,1419273431000,357
IMG_2931.JPG,33.77216388888889,-84.38477222222222,1456674799000,59
IMG_3204.JPG,-13.257138888888889,-72.26603055555556,1419273445000,357
IMG_2932.JPG,33.772219444444445,-84.38471111111112,1456674819000,59
IMG_2866.JPG,26.138266666666667,-80.11929444444444,1456440837000,56
IMG_3226.JPG,-13.257172222222222,-72.26676111111111,1419274453000,357
IMG_2873.JPG,26.149375,-80.11505833333332,1456441371000,56
IMG_3019.JPG,33.786830555555554,-84.41355833333334,1456871158000,61
IMG_3063%20copy.JPG,33.929944444444445,-84.35125,1469026445000,202
IMG_3063.JPG,33.78476666666666,-84.41174444444445,1457138378000,64
IMG_3071.JPG,-13.288022222222223,-72.15454166666667,1420499575000,6
IMG_2971.JPG,33.773041666666664,-84.38687777777778,1456685356000,59
IMG_3248.JPG,33.773177777777775,-84.40361666666668,1457388683000,67
IMG_3117.JPG,55.67561666666666,12.578813888888888,1433510219000,156
IMG_3249.JPG,33.773402777777775,-84.4036638888889,1457389436000,67
IMG_3298-.JPG,55.67646666666666,12.579466666666667,1433531135000,156
IMG_3134.JPG,33.848911111111114,-84.36753888888889,1457220622000,65
IMG_3250.JPG,55.676030555555556,12.58108611111111,1433529020000,156
IMG_3136.JPG,33.84887777777778,-84.36763888888888,1457220632000,65
IMG_3259.JPG,33.7734,-84.38209444444443,1457474348000,68
IMG_3006.JPG,33.774924999999996,-84.3981388888889,1456867552000,61
IMG_3260.JPG,33.77343888888889,-84.38208055555555,1457474690000,68
IMG_3233.JPG,-13.257566666666667,-72.26666944444445,1419274694000,357
IMG_2938.JPG,33.77263333333333,-84.38485,1456675095000,59
IMG_3261.JPG,33.77336111111111,-84.38178888888888,1457475746000,68
IMG_3262.JPG,33.77345,-84.38208055555555,1457475783000,68
IMG_3051.JPG,33.768924999999996,-84.3917388888889,1457130716000,64
IMG_3265-.JPG,34.038402777777776,-84.34025555555554,1470271373000,216
IMG_3270.JPG,,,NaN,NaN
IMG_2966.JPG,33.77285277777778,-84.38693888888889,1456685085000,59
IMG_3239.JPG,33.773316666666666,-84.38184444444444,1470276676000,216
IMG_3294.JPG,33.76243888888889,-84.400925,1457730890000,71
IMG_3293.JPG,33.77397222222222,-84.39909444444446,1457726677000,71
IMG_3276.JPG,33.780388888888886,-84.38881666666667,1457574334000,69
IMG_3295.JPG,33.76242777777778,-84.40126666666667,1457732811000,71
IMG_3088.JPG,33.783899999999996,-84.37349722222221,1457195888000,65
IMG_3258.JPG,55.67616388888889,12.580625,1433529055000,156
IMG_2920.JPG,33.84840833333334,-84.36374722222222,1471787140000,234
IMG_3015.JPG,33.785088888888886,-84.41724444444445,1456870560000,61
IMG_3010.JPG,33.78547777777778,-84.41739722222222,1456870272000,61
IMG_2868.JPG,26.144555555555556,-80.11605,1456440979000,56
IMG_3008.JPG,33.78652222222222,-84.41599166666667,1456870077000,61
